1,0
2,0
4,0
8,0
16,0
32,0
64,0
128,0
256,0
512,0
257,1
515,0
2488,1
1764,1
1949855,1
1949860,2
1949866,2
1949871,2
1949877,2
1949882,2
1559906,2
1559911,2
1559917,2
1247933,2
1247939,2
1247944,2
1247950,2
998360,2
798688,2
798693,2
798699,2
638959,2
511167,2
408934,2
408939,2
408945,2
408950,2
408956,2
408961,2
408967,2
408973,2
408978,2
327182,2
327188,2
327194,2
261755,2
209404,2
167523,2
167528,2
134023,2
134028,2
134034,2
107227,2
85781,2
85787,2
68629,2
68635,2
54908,2
43926,2
43932,2
43937,2
43943,2
43948,2
43954,2
35163,2
35169,2
35174,2
28139,2
28145,2
22516,2
22521,2
18017,2
14413,2
14419,2
11535,2
9228,2
9234,2
9239,2
7391,2
5913,2
4730,2
3750,1
119979320,1
95983456,2
76786768,2
76786776,2
76786784,2
61429428,2
49143544,2
49143548,2
39314840,2
31451872,2
25161498,2
20129198,2
20129204,2
16103363,2
16103369,2
12882695,2
10306156,2
8244925,2
8244930,2
6595944,2
5276755,2
5276761,2
4221409,2
4221414,2
3377131,2
3377137,2
2701709,2
2701715,2
2161372,2
2161377,2
1729102,2
1729107,2
1383286,2
1106629,2
1106634,2
885307,2
885313,2
708250,2
708256,2
566604,2
453283,2
362627,2
290101,2
290107,2
290112,2
232090,2
232095,2
185676,2
148541,2
118833,2
95066,2
95072,2
95077,2
76062,2
60849,2
48679,2
38943,2
31155,2
24924,2
24929,2
19943,2
19949,2
15959,2
12767,2
12773,2
10218,2
8174,2
6539,2
5231,2
4185,2
216078256,1
172862608,2
138290096,2
110632080,2
88505664,2
70804536,2
56643628,2
45314904,2
45314908,2
36251928,2
29001542,2
29001548,2
23201238,2
18560990,2
14848792,2
11879034,2
9503227,2
9503233,2
7602586,2
6082069,2
4865655,2
3892524,2
3114019,2
2491215,2
1992972,2
1594378,2
1275502,2
1020402,2
816321,2
653057,2
522445,2
417956,2
334365,2
334370,2
267496,2
213997,2
214002,2
171202,2
136961,2
109569,2
87655,2
70124,2
56099,2
44879,2
35903,2
28722,2
22978,2
18382,2
14706,2
11764,2
11770,2
9416,2
7533,2
6026,2
4821,2
3834,1
135082608,1
108066088,2
86452872,2
