1,0
2,0
4,0
8,0
16,0
32,0
64,0
128,0
688,1
8295992,1
6636793,2
6636794,2
6636794,2
5309435,2
5309436,2
5309436,2
5309437,2
5309437,2
5309438,2
5309438,2
4247551,2
4247551,2
4247552,2
4247552,2
4247553,2
4247553,2
4247554,2
4247554,2
4247555,2
4247555,2
4247556,2
4247556,2
4247557,2
4247557,2
4247558,2
4247558,2
3398046,2
3398047,2
3398047,2
3398047,2
3398047,2
3398048,2
3398048,2
3398048,2
3398048,2
3398049,2
3398049,2
3398049,2
3398049,2
3398050,2
3398050,2
3398050,2
3398050,2
3398051,2
3398051,2
3398051,2
3398051,2
3398052,2
3398052,2
3398052,2
3398052,2
3398053,2
3398053,2
3398053,2
3398053,2
3398054,2
3398054,2
3398054,2
3398054,2
3398055,2
3398055,2
3398055,2
3398055,2
3398056,2
3398056,2
3398056,2
3398056,2
3398057,2
3398057,2
3398057,2
3398057,2
3398058,2
3398058,2
3398058,2
3398058,2
3398059,2
3398059,2
3398059,2
3398059,2
3398060,2
3398060,2
3398060,2
3398060,2
3398061,2
3398061,2
3398061,2
3398061,2
2718449,2
2718449,2
2718450,2
2718450,2
2718450,2
2718450,2
2718451,2
2718451,2
2718451,2
2718451,2
2718452,2
2718452,2
2718452,2
2718452,2
2718453,2
2718453,2
2718453,2
2718453,2
2718454,2
2718454,2
2718454,2
2718454,2
2718455,2
2718455,2
2718455,2
2718455,2
2718456,2
2174764,2
2174765,2
2174765,2
2174765,2
2174765,2
2174766,2
2174766,2
2174766,2
2174766,2
2174767,2
2174767,2
2174767,2
2174767,2
2174768,2
2174768,2
2174768,2
2174768,2
2174769,2
2174769,2
2174769,2
2174769,2
2174770,2
2174770,2
2174770,2
2174770,2
2174771,2
2174771,2
2174771,2
2174771,2
2174772,2
2174772,2
2174772,2
2174772,2
2174773,2
2174773,2
2174773,2
2174773,2
2174774,2
2174774,2
2174774,2
2174774,2
2174775,2
2174775,2
2174775,2
2174775,2
2174776,2
2174776,2
2174776,2
2174776,2
2174777,2
2174777,2
2174777,2
2174777,2
2174778,2
2174778,2
2174778,2
2174778,2
2174779,2
2174779,2
2174779,2
2174779,2
2174780,2
2174780,2
2174780,2
2174780,2
2174781,2
